created_at,entities,public_metrics,source,id,lang,author_id,text,in_reply_to_user_id,geo
2022-07-09T14:41:18.000Z,"{'hashtags': [{'start': 37, 'end': 52, 'tag': 'DHd2022Barcamp'}], 'urls': [{'start': 106, 'end': 129, 'url': 'https://t.co/Lp0GxiC0RV', 'expanded_url': 'https://twitter.com/guhr_s/status/1545780135982497792/photo/1', 'display_url': 'pic.twitter.com/Lp0GxiC0RV', 'media_key': '3_1545779818414891008'}, {'start': 106, 'end': 129, 'url': 'https://t.co/Lp0GxiC0RV', 'expanded_url': 'https://twitter.com/guhr_s/status/1545780135982497792/photo/1', 'display_url': 'pic.twitter.com/Lp0GxiC0RV', 'media_key': '3_1545779818419175433'}, {'start': 106, 'end': 129, 'url': 'https://t.co/Lp0GxiC0RV', 'expanded_url': 'https://twitter.com/guhr_s/status/1545780135982497792/photo/1', 'display_url': 'pic.twitter.com/Lp0GxiC0RV', 'media_key': '3_1545779818406596609'}]}","{'retweet_count': 1, 'reply_count': 2, 'like_count': 13, 'quote_count': 0}",Twitter for iPhone,1545780135982497792,de,1109726132734214144,Schlossparkführung Sanssouci mit dem #DHd2022Barcamp - fast so schön wie Darmstadt! Ich bin begeistert! ✨ https://t.co/Lp0GxiC0RV,,
2022-07-09T14:28:35.000Z,"{'hashtags': [{'start': 104, 'end': 119, 'tag': 'DHd2022Barcamp'}], 'urls': [{'start': 120, 'end': 143, 'url': 'https://t.co/xMHvoBxv5a', 'expanded_url': 'https://twitter.com/msiemund/status/1545776937888530434/photo/1', 'display_url': 'pic.twitter.com/xMHvoBxv5a', 'media_key': '3_1545776918477393924'}, {'start': 120, 'end': 143, 'url': 'https://t.co/xMHvoBxv5a', 'expanded_url': 'https://twitter.com/msiemund/status/1545776937888530434/photo/1', 'display_url': 'pic.twitter.com/xMHvoBxv5a', 'media_key': '3_1545776918494167042'}, {'start': 120, 'end': 143, 'url': 'https://t.co/xMHvoBxv5a', 'expanded_url': 'https://twitter.com/msiemund/status/1545776937888530434/photo/1', 'display_url': 'pic.twitter.com/xMHvoBxv5a', 'media_key': '3_1545776918481575938'}, {'start': 120, 'end': 143, 'url': 'https://t.co/xMHvoBxv5a', 'expanded_url': 'https://twitter.com/msiemund/status/1545776937888530434/photo/1', 'display_url': 'pic.twitter.com/xMHvoBxv5a', 'media_key': '3_1545776918770995201'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone,1545776937888530434,de,61145089,Nach dem wissenschaftlichen Programm und Mittagessen wandeln wir jetzt durch Potsdam und Park Sanssouci #DHd2022Barcamp https://t.co/xMHvoBxv5a,61145089,
2022-07-09T10:16:58.000Z,"{'hashtags': [{'start': 54, 'end': 69, 'tag': 'dhd2022barcamp'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'DH_Potsdam', 'id': '1001363060567797760'}, {'start': 24, 'end': 32, 'username': 'dhd2022', 'id': '1540253069497229312'}, {'start': 70, 'end': 81, 'username': 'unipotsdam', 'id': '237348098'}, {'start': 83, 'end': 97, 'username': 'FontaneArchiv', 'id': '3238784939'}, {'start': 102, 'end': 112, 'username': 'FHPotsdam', 'id': '531625376'}, {'start': 131, 'end': 139, 'username': 'DHdInfo', 'id': '533163305'}]}","{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1545713613188599810,de,61145089,RT @DH_Potsdam: Mit den @dhd2022-StipendiatInnen beim #dhd2022barcamp @unipotsdam  @FontaneArchiv und @FHPotsdam. Gefördert durch: @DHdInfo…,,
2022-07-09T09:29:32.000Z,"{'hashtags': [{'start': 54, 'end': 69, 'tag': 'dhd2022barcamp'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'DH_Potsdam', 'id': '1001363060567797760'}, {'start': 24, 'end': 32, 'username': 'dhd2022', 'id': '1540253069497229312'}, {'start': 70, 'end': 81, 'username': 'unipotsdam', 'id': '237348098'}, {'start': 83, 'end': 97, 'username': 'FontaneArchiv', 'id': '3238784939'}, {'start': 102, 'end': 112, 'username': 'FHPotsdam', 'id': '531625376'}, {'start': 131, 'end': 139, 'username': 'DHdInfo', 'id': '533163305'}]}","{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,1545701676954406915,de,1331572835886788608,RT @DH_Potsdam: Mit den @dhd2022-StipendiatInnen beim #dhd2022barcamp @unipotsdam  @FontaneArchiv und @FHPotsdam. Gefördert durch: @DHdInfo…,,
2022-07-09T09:26:35.000Z,"{'hashtags': [{'start': 54, 'end': 69, 'tag': 'dhd2022barcamp'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'DH_Potsdam', 'id': '1001363060567797760'}, {'start': 24, 'end': 32, 'username': 'dhd2022', 'id': '1540253069497229312'}, {'start': 70, 'end': 81, 'username': 'unipotsdam', 'id': '237348098'}, {'start': 83, 'end': 97, 'username': 'FontaneArchiv', 'id': '3238784939'}, {'start': 102, 'end': 112, 'username': 'FHPotsdam', 'id': '531625376'}, {'start': 131, 'end': 139, 'username': 'DHdInfo', 'id': '533163305'}]}","{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1545700936949145600,de,400024012,RT @DH_Potsdam: Mit den @dhd2022-StipendiatInnen beim #dhd2022barcamp @unipotsdam  @FontaneArchiv und @FHPotsdam. Gefördert durch: @DHdInfo…,,
2022-07-09T09:19:41.000Z,"{'hashtags': [{'start': 34, 'end': 49, 'tag': 'dhd2022barcamp'}, {'start': 78, 'end': 86, 'tag': 'dhd2022'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'UWuttke', 'id': '1421172834'}, {'start': 87, 'end': 97, 'username': 'FHPotsdam', 'id': '531625376'}, {'start': 102, 'end': 113, 'username': 'unipotsdam', 'id': '237348098'}, {'start': 114, 'end': 122, 'username': 'DHdInfo', 'id': '533163305'}]}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1545699200628920320,de,533163305,RT @UWuttke: Bewegter Auftakt zum #dhd2022barcamp mit den Stipendiatinnen der #dhd2022 @FHPotsdam und @unipotsdam @DHdInfo! Im Zentrum steh…,,
2022-07-09T09:18:32.000Z,"{'hashtags': [{'start': 54, 'end': 69, 'tag': 'dhd2022barcamp'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'DH_Potsdam', 'id': '1001363060567797760'}, {'start': 24, 'end': 32, 'username': 'dhd2022', 'id': '1540253069497229312'}, {'start': 70, 'end': 81, 'username': 'unipotsdam', 'id': '237348098'}, {'start': 83, 'end': 97, 'username': 'FontaneArchiv', 'id': '3238784939'}, {'start': 102, 'end': 112, 'username': 'FHPotsdam', 'id': '531625376'}, {'start': 131, 'end': 139, 'username': 'DHdInfo', 'id': '533163305'}]}","{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1545698908596224001,de,533163305,RT @DH_Potsdam: Mit den @dhd2022-StipendiatInnen beim #dhd2022barcamp @unipotsdam  @FontaneArchiv und @FHPotsdam. Gefördert durch: @DHdInfo…,,
2022-07-09T09:06:58.000Z,"{'hashtags': [{'start': 89, 'end': 104, 'tag': 'DHd2022Barcamp'}, {'start': 105, 'end': 113, 'tag': 'DHd2022'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,1545695999506743296,de,61145089,"In unserer ersten Session sprechen wir darüber, wer eigentlich über Kulturdaten spricht. #DHd2022Barcamp #DHd2022",61145089,
2022-07-09T08:00:12.000Z,"{'hashtags': [{'start': 54, 'end': 69, 'tag': 'dhd2022barcamp'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'DH_Potsdam', 'id': '1001363060567797760'}, {'start': 24, 'end': 32, 'username': 'dhd2022', 'id': '1540253069497229312'}, {'start': 70, 'end': 81, 'username': 'unipotsdam', 'id': '237348098'}, {'start': 83, 'end': 97, 'username': 'FontaneArchiv', 'id': '3238784939'}, {'start': 102, 'end': 112, 'username': 'FHPotsdam', 'id': '531625376'}, {'start': 131, 'end': 139, 'username': 'DHdInfo', 'id': '533163305'}]}","{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,1545679196390924289,de,61762488,RT @DH_Potsdam: Mit den @dhd2022-StipendiatInnen beim #dhd2022barcamp @unipotsdam  @FontaneArchiv und @FHPotsdam. Gefördert durch: @DHdInfo…,,
2022-07-09T07:59:06.000Z,"{'hashtags': [{'start': 54, 'end': 69, 'tag': 'dhd2022barcamp'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'DH_Potsdam', 'id': '1001363060567797760'}, {'start': 24, 'end': 32, 'username': 'dhd2022', 'id': '1540253069497229312'}, {'start': 70, 'end': 81, 'username': 'unipotsdam', 'id': '237348098'}, {'start': 83, 'end': 97, 'username': 'FontaneArchiv', 'id': '3238784939'}, {'start': 102, 'end': 112, 'username': 'FHPotsdam', 'id': '531625376'}, {'start': 131, 'end': 139, 'username': 'DHdInfo', 'id': '533163305'}]}","{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,1545678918975463424,de,48298968,RT @DH_Potsdam: Mit den @dhd2022-StipendiatInnen beim #dhd2022barcamp @unipotsdam  @FontaneArchiv und @FHPotsdam. Gefördert durch: @DHdInfo…,,
