entities,lang,author_id,source,public_metrics,in_reply_to_user_id,created_at,id,text
"{'hashtags': [{'start': 53, 'end': 63, 'tag': 'Hackathon'}, {'start': 70, 'end': 85, 'tag': 'Antisemitismus'}, {'start': 104, 'end': 112, 'tag': 'dhd2022'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'nubuker', 'id': '964809955'}, {'start': 86, 'end': 94, 'username': 'DHDInfo', 'id': '533163305'}, {'start': 95, 'end': 103, 'username': 'dhd2022', 'id': '724702270890323968'}]}",de,144832173,Twitter for Android,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T20:14:54.000Z,1495854564972580879,RT @nubuker: Auch für die DHd-Community interessant? #Hackathon gegen #Antisemitismus @DHDInfo @dhd2022 #dhd2022
"{'hashtags': [{'start': 53, 'end': 63, 'tag': 'Hackathon'}, {'start': 70, 'end': 85, 'tag': 'Antisemitismus'}, {'start': 104, 'end': 112, 'tag': 'dhd2022'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'nubuker', 'id': '964809955'}, {'start': 86, 'end': 94, 'username': 'DHDInfo', 'id': '533163305'}, {'start': 95, 'end': 103, 'username': 'dhd2022', 'id': '724702270890323968'}]}",de,1537347103,Twitter for iPhone,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T20:01:36.000Z,1495851216177442816,RT @nubuker: Auch für die DHd-Community interessant? #Hackathon gegen #Antisemitismus @DHDInfo @dhd2022 #dhd2022
"{'mentions': [{'start': 3, 'end': 12, 'username': 'msiemund', 'id': '61145089'}, {'start': 93, 'end': 104, 'username': 'realsci_DE', 'id': '810555350944464896'}]}",de,4155225724,Twitter for Android,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T19:14:17.000Z,1495839308640628736,RT @msiemund: Die Katze ist aus dem Sack. Ganz spontan kuratiere ich diese Woche den Account @realsci_DE! Ihr erfahrt die Woche etwas über…
"{'mentions': [{'start': 3, 'end': 12, 'username': 'msiemund', 'id': '61145089'}, {'start': 93, 'end': 104, 'username': 'realsci_DE', 'id': '810555350944464896'}]}",de,796300684769562624,Twitter Web App,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T18:41:34.000Z,1495831078531211273,RT @msiemund: Die Katze ist aus dem Sack. Ganz spontan kuratiere ich diese Woche den Account @realsci_DE! Ihr erfahrt die Woche etwas über…
"{'mentions': [{'start': 3, 'end': 12, 'username': 'msiemund', 'id': '61145089'}, {'start': 93, 'end': 104, 'username': 'realsci_DE', 'id': '810555350944464896'}]}",de,810555350944464896,TweetDeck,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T18:40:35.000Z,1495830828412252163,RT @msiemund: Die Katze ist aus dem Sack. Ganz spontan kuratiere ich diese Woche den Account @realsci_DE! Ihr erfahrt die Woche etwas über…
"{'mentions': [{'start': 3, 'end': 11, 'username': 'UWuttke', 'id': '1421172834'}]}",de,869477414832934912,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T18:40:34.000Z,1495830824469643270,"RT @UWuttke: 📢 Die Task Force OPR lädt am Mittwoch zum Panel ""Offen für alle(s)"" ein, in dem über Open Identities im Reviewprozess der @DHD…"
"{'mentions': [{'start': 3, 'end': 11, 'username': 'UWuttke', 'id': '1421172834'}]}",de,3063951376,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T18:33:09.000Z,1495828960130781191,"RT @UWuttke: 📢 Die Task Force OPR lädt am Mittwoch zum Panel ""Offen für alle(s)"" ein, in dem über Open Identities im Reviewprozess der @DHD…"
"{'mentions': [{'start': 3, 'end': 11, 'username': 'UWuttke', 'id': '1421172834'}, {'start': 110, 'end': 117, 'username': 'guhr_s', 'id': '1109726132734214144'}, {'start': 118, 'end': 128, 'username': 'steyer_ti', 'id': '3063951376'}]}",de,3063951376,Twitter for Android,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T18:33:05.000Z,1495828941235437572,"RT @UWuttke: 📢 Montag geht es los mit dem Workshop ""Optimiertes Peer Reviewing in den Digital Humanities"" mit @guhr_s @steyer_ti et al., Ge…"
"{'mentions': [{'start': 3, 'end': 11, 'username': 'UWuttke', 'id': '1421172834'}, {'start': 49, 'end': 57, 'username': 'dhd2022', 'id': '724702270890323968'}]}",de,831564825914400768,Twitter for Android,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T18:02:56.000Z,1495821353634746369,RT @UWuttke: Ich freue mich schon riesig auf die @dhd2022! Hinter den Kulissen werde ich natürlich die ganze Zeit mit dabei sein und erwart…
"{'mentions': [{'start': 3, 'end': 11, 'username': 'UWuttke', 'id': '1421172834'}, {'start': 110, 'end': 117, 'username': 'guhr_s', 'id': '1109726132734214144'}, {'start': 118, 'end': 128, 'username': 'steyer_ti', 'id': '3063951376'}]}",de,1398514088645480448,Twitter,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T18:00:38.000Z,1495820775865126918,"RT @UWuttke: 📢 Montag geht es los mit dem Workshop ""Optimiertes Peer Reviewing in den Digital Humanities"" mit @guhr_s @steyer_ti et al., Ge…"
"{'mentions': [{'start': 3, 'end': 11, 'username': 'UWuttke', 'id': '1421172834'}, {'start': 49, 'end': 57, 'username': 'dhd2022', 'id': '724702270890323968'}]}",de,724702270890323968,Twitter for iPhone,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2022-02-21T17:37:50.000Z,1495815037117739008,RT @UWuttke: Ich freue mich schon riesig auf die @dhd2022! Hinter den Kulissen werde ich natürlich die ganze Zeit mit dabei sein und erwart…
"{'hashtags': [{'start': 0, 'end': 8, 'tag': 'DHd2022'}]}",de,810555350944464896,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",8.105553509444649e+17,2022-02-21T17:35:00.000Z,1495814323872366596,"#DHd2022 Organisation geben. Habt ihr konkrete Wünsche an mich? Dann lasst sie mich gerne wissen! Fragt unbedingt nach, wenn ihr etwas nicht versteht oder mehr wissen wollt! Allerdings kann es zwischendurch auch mal ein paar Stunden dauern, wenn ich wie morgen z.B. gerade [8/n]"
"{'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/etszwFJe9Z', 'expanded_url': 'https://www.dhd2022.de/programm-events/', 'display_url': 'dhd2022.de/programm-event…'}, {'start': 215, 'end': 238, 'url': 'https://t.co/ojGbfwFvib', 'expanded_url': 'https://tinyurl.com/mr3yaa9e', 'display_url': 'tinyurl.com/mr3yaa9e'}], 'hashtags': [{'start': 66, 'end': 74, 'tag': 'dhd2022'}], 'mentions': [{'start': 167, 'end': 175, 'username': 'dhd2022', 'id': '724702270890323968'}]}",de,1421172834,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1421172834.0,2022-02-21T17:34:28.000Z,1495814190388465672,"Na, war was dabei? Wenn nicht, einfach mal weiter im Programm der #dhd2022 stöbern: https://t.co/etszwFJe9Z Ich freu mich auf ein Kennenlernen und Wiedersehen bei der @DHd2022! Anmeldung ist noch bis 28.2. möglich! https://t.co/ojGbfwFvib"
"{'urls': [{'start': 226, 'end': 249, 'url': 'https://t.co/ojGbfwFvib', 'expanded_url': 'https://tinyurl.com/mr3yaa9e', 'display_url': 'tinyurl.com/mr3yaa9e'}], 'hashtags': [{'start': 260, 'end': 268, 'tag': 'dhd2022'}], 'mentions': [{'start': 28, 'end': 40, 'username': 'etothczifra', 'id': '818132133776592898'}, {'start': 105, 'end': 120, 'username': 'openmethods_dh', 'id': '911193053641273344'}, {'start': 250, 'end': 258, 'username': 'dhd2022', 'id': '724702270890323968'}]}",en,1421172834,Twitter Web App,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 7, 'quote_count': 2}",1421172834.0,2022-02-21T17:34:27.000Z,1495814186072526849,"📢 Thursday the one and only @etothczifra will go on the stage of the virtual poster slam and present our @openmethods_dh poster💪about our new ""Spotlights"" Series. Join us and support her! Anmeldung ist noch bis 28.2. möglich! https://t.co/ojGbfwFvib @dhd2022  #dhd2022"
